datetime [AKST],HO [molec cm^-3],HO2 [molec cm^-3],H2O2 [molec cm^-3],O3 [molec cm^-3],NO2 [molec cm^-3],NO [molec cm^-3],HONO [molec cm^-3],NO3 [molec cm^-3]
03-Feb-2022 01:55:00,1017.36894562277,4114.17594410136,17578125.7311907,2242331990.39183,1110964978620.59,1377128482275.52,65073817651.2452,405.216423195136
03-Feb-2022 02:00:00,1034.22171608015,4181.28659722431,17318848.2297524,2083004446.13211,1110755837671.14,1398037911732.42,66401813882.8535,378.822598687498
03-Feb-2022 02:05:00,1008.51610365712,4048.81099938265,17042535.2688913,1995064049.85487,1111080212526.94,1420705012544.01,67363363327.6694,356.416660654502
03-Feb-2022 02:10:00,984.724958835737,3929.42944981353,16791496.8184948,1927658069.06584,1111300731942.54,1438026358231.68,68033497888.9584,339.573773434515
03-Feb-2022 02:15:00,965.807926921991,3833.83728602846,16588118.5705313,1887965585.42321,1111324198144.74,1449638970145.5,68490319533.5017,329.412000223051
03-Feb-2022 02:20:00,952.731910513786,3765.32430197515,16445551.9580008,1876390489.12916,1111136024876.83,1455429814195.43,68753500973.979,325.841205368183
03-Feb-2022 02:25:00,945.925031572545,3725.46891862779,16372038.4889628,1892738289.10196,1110717062121.46,1455095692582.1,68832576536.146,328.788709713085
03-Feb-2022 02:30:00,943.619306539006,3707.63090913254,16361527.4473704,1925916970.17581,1110105010881.22,1449496899498.52,68760842189.0572,336.112806016729
03-Feb-2022 02:35:00,941.423137262787,3691.97074852932,16371618.7612563,1954079555.12281,1109443799861.31,1443062752890.61,68689545559.2472,342.887894292223
03-Feb-2022 02:40:00,934.070927572511,3654.77301621797,16345173.2161542,1951153287.51739,1108971315038.02,1441270862960.77,68743546443.1747,343.032921925005
03-Feb-2022 02:45:00,922.980267278617,3600.00928999609,16269163.1633914,1929494019.34242,1108687493569.67,1443993496877.59,68903275972.5025,338.584793124739
